gtp_ligand_id,target_uniprot,standard_type,chembl_activity_count,chembl_standard_value_median,chembl_standard_units_set,chembl_confidence_median,chembl_pchembl_median,chembl_doc_id_set
1663,P35372,Emax,2,36.5,%,9.0,,35613|46432
1663,P35372,IC50,2,103.0,nM,9.0,6.99,35613|46432
1663,P41145,EC50,4,60.5,nM,9.0,7.220000000000001,35613|46432|60860
1663,P41145,Emax,4,67.5,%,9.0,,35613|46432|60860
1666,P33534,EC50,2,55.45,nM,9.0,7.57,123461
1666,P35372,EC50,3,10000.0,nM,9.0,5.54,118988|57498|89750
1666,P35372,Emax,3,0.0,%,9.0,,105856|118988|57498
1666,P41143,EC50,1,10000.0,nM,9.0,,118988
1666,P41143,Emax,2,0.0,%,9.0,,105856|118988
1666,P41145,EC50,37,4.5,nM,9.0,8.35,105856|108176|112218|112270|117709|118988|127551|129981|131050|20450|21352|31702|34894|35985|36123|37097|38874|39419|42671|45669|53086|54643|60860|61728|73618|89294|89750|90119|93635
1666,P41145,Efficacy,4,99.0,%,9.0,,20450|31702|34894
1666,P41145,Emax,26,104.0,%,9.0,,105856|108176|112218|117709|118988|129981|21352|35985|36123|37097|38874|39419|42671|45669|53086|54643|57498|60860|61728|89750|90119|93635
1666,Q96LB1,Emax,2,6.25,%,9.0,,131050
1668,Q96LB1,Emax,2,5.23,%,9.0,,131050
1671,P32300,IC50,1,243.0,nM,8.0,6.61,17733
1671,P97266,IC50,1,59.4,nM,9.0,7.23,17733
1673,Q96LB1,EC50,2,8380.415,nM,9.0,5.085,131050
1673,Q96LB1,Emax,2,78.805,%,9.0,,131050
1674,P32300,IC50,1,13500.0,nM,9.0,4.87,45255
1674,P97266,IC50,1,2.8,nM,9.0,8.55,45255
1674,Q01726,EC50,1,100.0,nM,8.0,7.0,17741
1679,P41146,EC50,1,12.9,nM,9.0,7.89,38487
1679,P41146,Emax,1,58.0,%,9.0,,38487
168,P28223,EC50,1,719.0,nM,9.0,6.14,6857
168,P28335,EC50,1,44.0,nM,9.0,7.36,6857
168,P41595,EC50,1,11.0,nM,9.0,7.96,6857
1681,P35370,EC50,9,13.0,nM,8.0,7.89,36586|4161|44658|49368
1681,P35370,Emax,1,79.0,%,9.0,,36586
1681,P35377,EC50,4,11.24,nM,9.0,7.95,21535|36586|54339
1681,P35377,Emax,3,90.0,%,9.0,,21535|36586|54339
1681,P41145,EC50,1,78.5,nM,9.0,7.11,59112
1681,P41146,EC50,21,0.912,nM,9.0,9.204999999999998,121578|127292|128993|130657|16759|20185|21535|36586|38487|45630|46805|49368|5175|55203|59112|6282|83061|92616|99348
1681,P41146,Efficacy,1,100.0,%,9.0,,83061
1681,P41146,Emax,14,100.0,%,9.0,,121578|127292|128993|130657|16753|20185|21535|36586|38487|45630|46805|55203
1681,P47748,EC50,2,7.080500000000001,nM,9.0,8.165,21535|36586
1681,P47748,Emax,2,51.5,%,9.0,,21535|36586
1682,P35370,EC50,2,486.77500000000003,nM,9.0,6.32,31572
1682,P35370,Emax,2,-47.5,%,9.0,,31572
1682,P35377,EC50,2,11.24,nM,9.0,7.95,54339
1682,P35377,Emax,1,90.0,%,9.0,,54339
1682,P41146,EC50,5,0.78,nM,9.0,9.11,121578|16198|16205|44015
1682,P41146,Emax,2,237.0,%,9.0,,121578|16205
1684,P41146,EC50,1,21.0,nM,9.0,7.68,64934
1684,P41146,Efficacy,1,122.0,%,9.0,,64934
1691,P41146,EC50,1,10000.0,nM,9.0,,30611
1691,P41146,Emax,1,-10.0,%,9.0,,112218
1691,P41146,IC50,2,3.55,nM,8.5,8.535,15257|30611
1699,O43613,EC50,3,0.83,nM,9.0,9.08,123691|30286
1699,O43614,EC50,3,0.081,nM,9.0,10.09,123691|30286
17,P14842,EC50,1,9.8,nM,9.0,8.01,31390
17,P28223,EC50,4,14.524999999999999,nM,9.0,7.84,123172|127116
17,P28223,Emax,3,100.0,%,9.0,,123172|127116
1703,O43613,IC50,1,40.0,nM,8.0,7.4,62054
1711,P49651,EC50,1,1.0,nM,9.0,9.0,21057
1711,P49652,EC50,1,8.0,nM,9.0,8.1,16611
1711,P49653,EC50,1,1500.0,nM,8.0,5.82,16611
1711,P51575,EC50,1,54.0,nM,8.0,7.27,16611
1711,P51577,EC50,2,8700.0,nM,8.5,5.0649999999999995,16611|66651
1711,P51578,EC50,1,1000.0,nM,8.0,6.0,16611
1711,P51579,EC50,1,600.0,nM,8.0,6.22,16611
1711,P56373,EC50,1,350.0,nM,8.0,6.46,16611
1711,Q15077,EC50,1,100000.0,nM,8.0,4.0,16611
1711,Q96G91,EC50,1,50000.0,nM,8.0,4.3,16611
1711,Q99571,EC50,2,5500.0,nM,8.5,5.5,16611|66651
1711,Q9EPX4,EC50,1,1.1,nM,8.0,8.96,16611
1711,Q9JJX6,EC50,1,10000.0,nM,9.0,5.0,66651
1712,P41231,EC50,1,100000.0,nM,8.0,,16611
1712,P47900,EC50,3,24.0,nM,9.0,7.62,49726|73847|93910
1712,P49652,EC50,2,4050.0,nM,9.0,6.05,16611|46909
1712,P51575,EC50,1,10000.0,nM,8.0,5.0,16611
1712,P51577,EC50,1,28000.0,nM,8.0,4.55,16611
1712,P51578,EC50,1,18000.0,nM,8.0,4.75,16611
1712,P51579,EC50,1,11000.0,nM,8.0,4.96,16611
1712,P56373,EC50,1,100000.0,nM,8.0,,16611
1712,Q15077,EC50,1,65000.0,nM,9.0,4.19,31763
1712,Q96G91,EC50,2,1700.0,nM,9.0,5.77,73847|93910
1712,Q9EPX4,EC50,1,69.0,nM,8.0,7.16,16611
1712,Q9UBL9,EC50,1,100000.0,nM,8.0,,16611
1713,O35811,EC50,1,1800.0,nM,8.0,5.75,16611
1713,P41231,EC50,20,191.5,nM,9.0,6.74,107892|16418|16611|35171|46732|47120
1713,P41231,Efficacy,12,100.5,%,9.0,,47120
1713,P47900,EC50,5,850.0,nM,9.0,6.07,49726|58138|73847|83873|93910
1713,P49651,EC50,2,395.0,nM,9.0,6.465,21057|66558
1713,P49652,EC50,2,4576.5,nM,9.0,5.375,15112|16611
1713,P49653,EC50,1,1400.0,nM,8.0,5.85,16611
1713,P51575,EC50,1,56.0,nM,8.0,7.25,16611
1713,P51577,EC50,2,1000.0,nM,8.5,6.0,16611|66651
1713,P51578,EC50,1,1000.0,nM,8.0,6.0,16611
1713,P51579,EC50,1,1000.0,nM,8.0,6.0,16611
1713,P51582,EC50,1,43000.0,nM,8.0,4.37,16611
1713,P56373,EC50,1,340.0,nM,8.0,6.47,16611
1713,Q15077,EC50,1,100000.0,nM,8.0,,16611
1713,Q96G91,EC50,5,6700.0,nM,9.0,5.17,16418|16611|58138|73847|93910
1713,Q99571,EC50,2,750.0,nM,8.5,6.15,16611|66651
1713,Q99572,EC50,1,780000.0,nM,8.0,,16611
1713,Q9EPX4,EC50,1,3190.0,nM,8.0,5.5,16611
1713,Q9JJX6,EC50,1,1000.0,nM,9.0,6.0,66651
1716,P41231,EC50,1,2300.0,nM,8.0,5.64,16418
1717,P49652,EC50,1,1370.0,nM,9.0,5.86,14610
1717,P49652,IC50,1,8460.0,nM,9.0,5.07,14610
1718,P49652,EC50,2,1810.0,nM,9.0,5.76,14610|15417
1718,P49652,IC50,2,9545.0,nM,9.0,5.105,14610|15417
1722,P47900,IC50,1,840.0,nM,9.0,6.08,123455
1723,P47900,IC50,2,618.3,nM,9.0,6.21,36087
1724,P47900,IC50,1,8.4,nM,9.0,8.08,17284
1725,P41231,EC50,1,10000.0,nM,8.0,,16611
1725,P47824,EC50,1,99.0,nM,8.0,7.0,16611
1725,P47824,IC50,1,99.0,nM,9.0,7.0,16282
1725,P47900,EC50,2,9600.0,nM,8.0,5.37,16611
1725,P49652,IC50,1,16600.0,nM,9.0,4.78,16282
1725,P49653,EC50,1,12000.0,nM,8.0,4.92,16611
1725,P49653,IC50,1,1600.0,nM,9.0,5.8,16282
1725,P49654,IC50,1,240.0,nM,9.0,6.62,16282
1725,P51577,EC50,1,10000.0,nM,8.0,,16611
1725,P51577,IC50,2,251300.0,nM,9.0,5.58,16282
1725,P51578,EC50,1,2600.0,nM,8.0,5.58,16611
1725,P51579,EC50,1,100000.0,nM,8.0,,16611
1725,P51579,IC50,2,251000.0,nM,9.0,5.7,16282
1725,P51582,EC50,1,10000.0,nM,8.0,,16611
1725,P56373,EC50,2,970.0,nM,8.0,6.195,16611
1725,Q64663,EC50,1,62000.0,nM,8.0,4.21,16611
1725,Q99571,EC50,1,10000.0,nM,8.0,5.0,16611
1725,Q99571,IC50,1,27500.0,nM,9.0,4.56,16282
1725,Q9EPX4,EC50,1,100000.0,nM,8.0,,16611
1725,Q9JJX6,IC50,1,21000.0,nM,9.0,4.68,16282
1728,P41231,EC50,1,48000.0,nM,8.0,4.32,16611
1728,P41231,IC50,1,50000.0,nM,9.0,4.3,44035
1728,P47824,EC50,1,1000.0,nM,8.0,6.0,16611
1728,P49652,EC50,1,10000.0,nM,9.0,,16611
1728,P49653,EC50,1,10400.0,nM,8.0,4.98,16611
1728,P49653,IC50,2,21905.36,nM,9.0,4.9,55637
1728,P51577,EC50,1,100000.0,nM,8.0,,16611
1728,P51578,EC50,1,4000.0,nM,8.0,5.4,16611
1728,P51579,EC50,1,100000.0,nM,8.0,,16611
1728,P51582,EC50,1,100000.0,nM,8.0,,16611
1728,P56373,EC50,2,8950.0,nM,8.0,5.175,16611
1728,Q15077,IC50,1,27000.0,nM,9.0,4.57,44035
1728,Q96G91,EC50,1,16000.0,nM,8.0,4.8,16611
1728,Q99572,EC50,1,92000.0,nM,8.0,4.04,16611
1728,Q9EPX4,EC50,1,4000.0,nM,8.0,5.4,16611
173,A5X5Y0,EC50,1,1.0,nM,4.0,9.0,15194
173,O95264,EC50,1,1.0,nM,4.0,9.0,15194
173,P46098,EC50,1,1.0,nM,4.0,9.0,15194
173,Q70Z44,EC50,1,1.0,nM,4.0,9.0,15194
173,Q8WXA8,EC50,1,1.0,nM,4.0,9.0,15194
1730,P41231,EC50,2,368.0,nM,9.0,6.865,107892|57322
1730,P51582,EC50,2,23.0,nM,8.5,7.64,57322
1731,P41231,EC50,4,548.5,nM,9.0,6.29,107892|31866|35171|49584
1731,P51582,EC50,2,6730.0,nM,9.0,5.23,31866|49584
1731,Q15077,EC50,2,545.5,nM,9.0,6.32,31866|49584
1733,P41231,EC50,4,8.0,nM,9.0,8.1,35171|42212|49584|57808
1733,P51582,EC50,2,2400.0,nM,9.0,5.62,35171|42212
1733,Q15077,EC50,1,10000.0,nM,9.0,,35171
1734,O35811,EC50,1,2600.0,nM,8.0,5.58,16611
1734,P35383,EC50,1,1260.0,nM,9.0,5.9,48403
1734,P35383,IC50,1,1510.0,nM,9.0,5.82,48403
1734,P41231,EC50,40,108.825,nM,9.0,6.97,104718|107892|16611|30808|31866|35171|37156|37292|37324|42212|4473|46909|47120|49584|51313|57322|57808|61077|61357|64981
1734,P41231,Efficacy,12,108.0,%,9.0,,47120
1734,P41232,EC50,1,130.0,nM,9.0,6.89,30808
1734,P47900,EC50,3,2000.0,nM,9.0,,16611|37292|37324
1734,P51582,EC50,15,90.0,nM,9.0,7.05,16611|31866|35171|37292|37324|42212|4473|46909|49584|51313|57322|57808|61077|64981
1734,Q15077,EC50,8,10000.0,nM,9.0,5.22,16611|35171|37292|42212|4473|51313|57322|57808
1734,Q15077,Emax,1,10.0,%,9.0,,46732
1734,Q96G91,EC50,1,100000.0,nM,8.0,,16611
1735,P41231,EC50,1,240.0,nM,9.0,6.62,35171
1736,P41231,EC50,16,213.0,nM,9.0,6.68,35171|42212|47120|49584|61077
1736,P41231,Efficacy,10,91.5,%,9.0,,47120
1736,P47900,EC50,1,20000.0,nM,9.0,,37292
1736,P51582,EC50,2,130.0,nM,9.0,6.89,35171|42212
1736,Q15077,EC50,2,10580.0,nM,9.0,5.32,35171|42212
1737,P41231,EC50,3,220.0,nM,9.0,6.66,35171|42212|49584
1737,P51582,EC50,1,140.0,nM,9.0,6.85,42212
1737,Q15077,EC50,1,950.0,nM,9.0,6.02,42212
1741,P41231,EC50,1,37780.0,nM,9.0,4.42,107892
1745,P41231,EC50,1,1000.0,nM,9.0,,31866
1745,P51582,EC50,1,100000.0,nM,9.0,,31866
1745,Q15077,EC50,2,70.0,nM,9.0,7.16,31866|51313
1746,Q15077,EC50,1,154.0,nM,8.0,6.81,38407
1746,Q9H244,IC50,1,34730.0,nM,9.0,4.46,38407
1748,Q15077,EC50,3,660.0,nM,9.0,6.18,42212|49079|51313
1748,Q15391,EC50,2,11.0,nM,9.0,7.96,49079|51313
1749,P41231,EC50,3,16500.0,nM,8.0,4.78,16611|4473|57322
1749,P47900,EC50,1,100000.0,nM,8.0,,16611
1749,P51582,EC50,1,14000.0,nM,9.0,4.85,57322
1749,Q15077,EC50,13,100.0,nM,9.0,7.0,16398|16611|31763|31866|42212|4473|49079|49584|51313|57322|64981
1749,Q15391,EC50,2,160.0,nM,9.0,6.8,49079|51313
1749,Q63371,EC50,2,200.0,nM,9.0,6.7,46909|61077
175,P07550,IC50,1,3044.66,nM,9.0,5.52,128647
175,P08172,EC50,1,10000.0,nM,9.0,,128647
175,P28223,IC50,1,0.3162,nM,8.0,9.5,3962
175,P32249,IC50,1,4809.98,nM,9.0,5.32,128647
1750,Q15077,EC50,1,28.0,nM,9.0,7.55,64981
1753,Q15077,IC50,6,37.0,nM,9.0,7.43,107892|120390|124351|128227|129265
1753,Q63371,IC50,1,98.0,nM,9.0,7.01,120390
1755,P47900,EC50,1,1270.0,nM,9.0,5.9,93910
1755,P49652,EC50,1,96.0,nM,9.0,7.02,16611
1755,P49653,EC50,1,100000.0,nM,8.0,4.0,16611
1755,P51575,EC50,1,2500.0,nM,8.0,5.6,16611
1755,P56373,EC50,1,8800.0,nM,8.0,5.06,16611
1755,Q96G91,EC50,2,31350.0,nM,8.5,4.505,16611|93910
1755,Q99571,EC50,1,25000.0,nM,8.0,4.6,16611
1755,Q9EPX4,EC50,1,82.0,nM,8.0,7.09,16611
1756,Q96G91,EC50,1,1500.0,nM,8.0,5.82,16611
1756,Q9H244,EC50,1,1.3,nM,8.0,8.89,16611
1760,P49652,EC50,1,19000.0,nM,9.0,4.72,16611
1760,Q96G91,EC50,1,9000.0,nM,8.0,5.05,16611
1765,P25089,IC50,1,3750.52,nM,9.0,5.43,128647
1765,P32249,IC50,1,4878.5,nM,9.0,5.31,128647
1765,Q9BPV8,IC50,1,1398.0,nM,9.0,5.85,124351
1765,Q9H244,IC50,3,1278.0,nM,9.0,5.89,123829|128227|129265
177,P14416,EC50,1,4.46,nM,9.0,8.35,37334
177,P14416,IC50,1,4.46,nM,8.0,8.35,45210
177,P35462,EC50,1,90.4,nM,9.0,7.04,37334
177,P35462,IC50,1,90.4,nM,8.0,7.04,45210
1770,Q9H244,IC50,1,16.0,nM,9.0,7.8,38407
1776,Q9H244,IC50,2,0.4,nM,8.5,9.4,130061|16611
1782,Q15391,EC50,2,670.0,nM,9.0,6.17,35612|49171
1783,P41231,EC50,1,10000.0,nM,9.0,5.0,49171
1783,Q15077,EC50,1,1600.0,nM,9.0,5.8,49079
1783,Q15391,EC50,4,352.0,nM,9.0,6.455,35612|37327|49079|49171
1784,Q15391,EC50,2,370.0,nM,9.0,6.43,35612|49171
185,P28223,IC50,2,4.792999999999999,nM,9.0,8.32,108723
1853,P25105,IC50,1,610.0,nM,8.0,6.21,10780
188,P25089,IC50,1,10000.0,nM,9.0,,128647
188,P41595,IC50,2,9.85,nM,8.0,8.435,47182
188,Q8IYL9,IC50,1,4037.73,nM,9.0,5.39,128647
1882,P32240,EC50,3,2.5,nM,9.0,8.6,4347|4348
1882,P43119,EC50,1,1.8,nM,8.0,8.74,4346
1882,Q62053,EC50,1,2.6,nM,8.0,8.59,4346
1882,Q9JHI3,IC50,1,35.8,nM,8.0,7.45,64151
1884,P21731,EC50,1,1400.0,nM,8.0,5.85,3768
1884,P34995,EC50,1,600.0,nM,8.0,6.22,3768
1884,P43088,EC50,2,51.75,nM,8.0,7.355,20107|3768
1884,P43115,EC50,1,2300.0,nM,8.0,5.64,3768
1884,P43117,EC50,2,18.545,nM,9.0,7.755000000000001,45392|72117
1884,Q9JHI3,IC50,1,287.0,nM,8.0,6.54,64151
189,P28335,IC50,1,9.4,nM,9.0,8.03,83796
189,P36544,EC50,1,1500.0,nM,9.0,5.82,65574
189,P41595,EC50,1,13.0,nM,9.0,7.89,113363
1893,Q03181,EC50,1,2410.0,nM,9.0,5.62,16829
1893,Q07869,EC50,1,340.0,nM,8.0,6.47,16829
190,P41595,IC50,2,38.5,nM,8.0,7.54,47182
1909,O62664,IC50,2,14.0,nM,5.0,7.865,15922
1909,O62698,IC50,2,14.0,nM,5.0,7.865,15922
1909,P09917,IC50,1,7000.0,nM,9.0,5.16,14312
1909,P12527,IC50,1,12000.0,nM,9.0,4.92,14312
1909,P22437,IC50,1,20.0,nM,4.0,7.7,13358
1909,P23219,IC50,3,5.0,nM,8.0,8.3,16889|31779
1909,P24557,IC50,1,100.0,nM,8.0,7.0,10194
1909,P35354,IC50,3,36.0,nM,8.0,7.44,16889|31779
1909,P35355,IC50,2,101.45,nM,4.5,7.619999999999999,15449|7269
1909,Q05769,IC50,1,20.0,nM,4.0,7.7,13358
1909,Q13304,IC50,2,28800.0,nM,9.0,4.54,108455|119015
1909,Q4U2R8,IC50,1,3000.0,nM,8.0,5.52,64324
1909,Q63921,IC50,2,101.45,nM,4.5,7.619999999999999,15449|7269
1909,Q9Y5Y4,EC50,1,389.0,nM,9.0,6.41,66525
192,P28335,IC50,1,10.0,nM,9.0,8.0,65896
1929,Q62928,EC50,1,0.3,nM,9.0,9.52,47314
1930,P32240,EC50,1,1.6,nM,9.0,8.8,51289
1955,P21731,EC50,1,8000.0,nM,8.0,5.1,3768
1955,P34995,EC50,1,19000.0,nM,8.0,4.72,3768
1955,P43088,EC50,1,9.0,nM,8.0,8.05,3768
1955,P43115,EC50,1,20000.0,nM,8.0,,3768
1959,P43088,EC50,1,12.0,nM,9.0,7.92,101846
1959,P43115,EC50,1,8600.0,nM,9.0,5.07,101846
1960,P43117,EC50,2,19.005,nM,9.0,7.85,45392|72117
1969,P08913,IC50,1,2680.46,nM,9.0,5.57,128647
1969,P25089,IC50,1,10000.0,nM,9.0,,128647
1969,Q8IYL9,IC50,1,4754.08,nM,9.0,5.32,128647
1976,P21731,IC50,1,12.0,nM,8.0,7.92,901
198,P48039,EC50,9,1.56,nM,9.0,8.83,103668|104046|109136|117834|122999|17436|51006|97963
198,P48039,Emax,6,99.0,%,9.0,,103668|104046|109136|117834|51006|97963
198,P49285,EC50,1,10.1,nM,4.0,8.0,15362
198,P49286,EC50,10,0.18,nM,9.0,9.74,103668|104046|109136|117834|122999|17436|44591|51006|97963
198,P49286,Emax,8,91.0,%,9.0,,103668|104046|109136|117834|44591|51006|97963
198,P49288,EC50,1,10.1,nM,4.0,8.0,15362
198,P51050,EC50,1,10.1,nM,4.0,8.0,15362
1986,P21731,IC50,1,460.0,nM,8.0,6.34,3495
1986,P34978,IC50,1,37.1,nM,8.0,7.43,3495
2,P14416,EC50,40,23.59,nM,9.0,7.55,104398|104588|109104|111505|112993|114393|119534|120292|121263|124296|12640|128137|31179|48430|60220|66694|83838|89590|92334|93373|99178
2,P14416,Efficacy,1,101.0,%,8.0,,60220
2,P14416,Emax,10,100.0,%,9.0,,114393|121263|124296|128137|65786|66694|99178
2,P14416,IC50,1,462.0,nM,8.0,6.33,103160
2,P19020,EC50,1,1.7,nM,8.0,8.77,15538
2,P21917,EC50,15,11.0,nM,9.0,7.96,110808|114393|127242|21260|31179|31339|31844|4437|4921|5333
2,P21917,Emax,1,101.0,%,9.0,,114393
2,P35462,EC50,27,2.59,nM,9.0,8.59,101933|109507|113353|120292|121263|121980|124296|127638|128137|16688|21260|30313|31179|31276|37032|44689|57399|66694|83838|92684
2,P35462,Efficacy,1,100.0,%,9.0,,44689
2,P35462,Emax,9,100.0,%,9.0,,113353|121263|121980|124296|127638|128137|65786|66694
2,P41594,EC50,1,1.9,nM,7.0,8.72,109104
2,P61169,EC50,2,5.6,nM,8.5,8.355,15538|31844
200,O60840,IC50,1,11600.0,nM,4.0,4.94,91842
200,P22002,IC50,2,13475.0,nM,9.0,5.029999999999999,91874
200,P35498,IC50,1,20000.0,nM,4.0,4.7,91842
200,P35499,IC50,1,20000.0,nM,4.0,4.7,91842
200,P47747,IC50,1,660.0,nM,9.0,6.18,15067
200,Q01118,IC50,1,20000.0,nM,4.0,4.7,91842
200,Q01668,IC50,1,11600.0,nM,4.0,4.94,91842
200,Q12809,IC50,3,10000.0,nM,9.0,5.0,16592|20904|91842
200,Q13698,IC50,1,11600.0,nM,4.0,4.94,91842
200,Q13936,IC50,1,11600.0,nM,4.0,4.94,91842
200,Q14524,IC50,1,20000.0,nM,4.0,4.7,91842
200,Q15858,IC50,1,20000.0,nM,4.0,4.7,91842
200,Q99250,IC50,1,20000.0,nM,4.0,4.7,91842
200,Q9NY46,IC50,1,20000.0,nM,4.0,4.7,91842
200,Q9UI33,IC50,1,20000.0,nM,4.0,4.7,91842
200,Q9UQD0,IC50,1,20000.0,nM,4.0,4.7,91842
200,Q9Y5Y9,IC50,1,20000.0,nM,4.0,4.7,91842
202,O60840,IC50,1,2800.0,nM,4.0,5.55,91875
202,P15382,IC50,1,10000.0,nM,6.0,5.0,91843
202,P51787,IC50,1,10000.0,nM,6.0,5.0,91843
202,Q01668,IC50,1,2800.0,nM,4.0,5.55,91875
202,Q12809,IC50,3,6309.57,nM,8.0,5.2,91843
202,Q13698,IC50,1,2800.0,nM,4.0,5.55,91875
202,Q13936,IC50,3,25118.86,nM,8.0,4.6,91843|91875
202,Q14524,IC50,2,11896.105,nM,8.5,4.949999999999999,91843
202,Q9UK17,IC50,1,100000.0,nM,8.0,4.0,91843
203,P08183,IC50,1,115500.0,nM,8.0,,64641
203,P22002,IC50,1,2820.0,nM,9.0,5.55,91874
203,P31652,IC50,1,130.0,nM,8.0,6.89,14162
203,Q13936,IC50,1,5400.0,nM,8.0,5.27,94011
204,P08183,IC50,3,6500.0,nM,8.0,5.19,64447
204,Q9Y5S8,IC50,1,17000.0,nM,9.0,,51887
205,Q9H3N8,EC50,1,218.78,nM,9.0,6.66,31325
206,P34969,IC50,2,205.0,nM,9.0,6.73,46274|90627
2070,P32745,IC50,1,2.7,nM,8.0,8.57,16089
208,Q13936,IC50,1,1130.0,nM,8.0,5.95,94011
2086,P29371,EC50,3,5.7,nM,9.0,8.24,34908|34911|72837
2089,P16177,EC50,1,563.0,nM,8.0,6.25,11536
2089,P16610,EC50,3,1.7,nM,9.0,8.77,11536|48967
2089,P21452,IC50,1,7.7,nM,8.0,8.11,2466
2089,P29371,EC50,1,53.0,nM,8.0,7.28,2588
2089,P30547,EC50,1,13.7,nM,9.0,7.86,11536
209,P07550,IC50,1,2777.1,nM,9.0,5.56,128647
209,P08913,IC50,1,2774.51,nM,9.0,5.56,128647
209,P21462,IC50,1,4803.41,nM,9.0,5.32,128647
209,P25089,IC50,1,6242.57,nM,9.0,5.21,128647
209,P32249,IC50,1,4172.16,nM,9.0,5.38,128647
209,P35414,IC50,1,3217.72,nM,9.0,5.49,128647
209,P43220,IC50,1,3931.05,nM,9.0,5.41,128647
209,P49238,IC50,1,2949.1,nM,9.0,5.53,128647
209,P61088,IC50,2,14790.0,nM,9.0,4.83,51887
209,Q07440,IC50,1,20000.0,nM,9.0,,51887
209,Q8IYL9,IC50,1,3943.65,nM,9.0,5.4,128647
209,Q8TDV5,IC50,1,5164.56,nM,9.0,5.29,128647
209,Q9HC97,IC50,1,5966.8,nM,9.0,5.22,128647
209,Q9Y5S8,IC50,1,17000.0,nM,9.0,,51887
2090,P16177,EC50,1,6.3,nM,8.0,8.2,11536
2090,P16610,EC50,1,27.0,nM,8.0,7.57,11536
2090,P29371,EC50,1,6.0,nM,8.0,8.22,2588
2090,P30547,EC50,1,68.0,nM,9.0,7.17,11536
2098,P16177,EC50,1,7500.0,nM,8.0,5.12,11536
2098,P16610,EC50,3,167.0,nM,9.0,6.78,10597|11536
2098,P25103,EC50,3,0.6,nM,9.0,9.22,15914|46805|66846
2098,P25103,Emax,1,122.0,%,9.0,,46805
2098,P25103,IC50,2,0.425,nM,8.5,9.415,2339|2966
2098,P29371,EC50,1,793.0,nM,8.0,6.1,2588
2098,P30547,EC50,3,4.91,nM,9.0,8.31,10597|11536
2098,Q92847,EC50,1,66.0,nM,9.0,7.18,117333
2098,Q92847,Emax,1,78.0,%,9.0,,117333
2098,Q96LB1,EC50,2,3100.0649999999996,nM,9.0,5.63,131050
2098,Q96LB1,Emax,2,77.525,%,9.0,,131050
2102,P25103,IC50,2,0.33,nM,8.5,9.54,2966|57897
2115,P35414,IC50,1,10000.0,nM,9.0,,128647
2115,P43220,EC50,1,7501.09,nM,9.0,5.12,128647
2115,Q5NUL3,IC50,1,10000.0,nM,9.0,,128647
2115,Q8TDV5,IC50,1,10000.0,nM,9.0,,128647
212,P61088,IC50,1,20000.0,nM,9.0,,51887
2127,P16177,EC50,1,0.023,nM,9.0,10.64,97290
2127,P29371,EC50,3,3.0,nM,9.0,8.335,2588|34908|97290
2129,P29371,IC50,2,29.0,nM,9.0,7.535,34911
213,P08908,EC50,1,785.0,nM,9.0,6.11,116352
213,P14416,IC50,1,4485.0,nM,9.0,5.35,116352
213,P28223,IC50,1,243.0,nM,9.0,6.61,116352
2130,P29371,IC50,1,3.0,nM,9.0,8.52,34908
2131,Q5NUL3,EC50,1,3397.76,nM,9.0,5.47,128647
2132,P29371,IC50,2,11.350000000000001,nM,9.0,7.995000000000001,53949
2139,A6IZR3,EC50,1,3.0,nM,8.0,8.52,35455
2139,P21761,EC50,3,1.0,nM,9.0,9.0,93068|98673
2139,P34981,EC50,1,3.0,nM,8.0,8.52,35455
2139,Q9ERT1,EC50,3,0.52,nM,9.0,9.28,93068|98673
214,P08183,IC50,3,7200.0,nM,8.0,5.14,64447
214,Q9Y5S8,IC50,1,17000.0,nM,9.0,,51887
2144,Q923Y8,EC50,6,129.0,nM,9.0,6.890000000000001,107110|118973|76696|92541
2144,Q923Y8,Emax,3,95.94,%,9.0,,76696
2144,Q923Y9,EC50,5,209.0,nM,9.0,6.68,104356|60421|76696
2144,Q923Y9,Emax,3,97.21,%,9.0,,76696
2144,Q96RJ0,EC50,5,110.0,nM,9.0,6.96,107110|121679|43967|60421|98448
2144,Q96RJ0,Emax,2,105.5,%,9.0,,121679|43967
2145,Q923Y8,EC50,1,1000.0,nM,9.0,,30624
2145,Q923Y9,EC50,1,800.0,nM,9.0,6.1,30624
2146,Q8HZ64,EC50,1,1860.0,nM,9.0,5.73,60421
2146,Q923Y8,EC50,5,121.0,nM,9.0,6.92,60421|76696
2146,Q923Y8,Emax,3,90.55,%,9.0,,76696
2146,Q923Y9,EC50,6,212.2,nM,9.0,6.675,60421|76696
2146,Q923Y9,Emax,3,91.61,%,9.0,,76696
2146,Q96RJ0,EC50,4,1110.0,nM,9.0,5.965,43967|60421
2146,Q96RJ0,Emax,1,64.0,%,9.0,,43967
2147,Q8HZ64,EC50,1,1010.0,nM,9.0,6.0,60421
2147,Q923Y8,EC50,5,84.6,nM,9.0,7.07,60421|76696
2147,Q923Y8,Emax,3,98.0,%,9.0,,76696
2147,Q923Y9,EC50,6,558.7,nM,9.0,6.265000000000001,60421|76696
2147,Q923Y9,Emax,3,102.2,%,9.0,,76696
2147,Q96RJ0,EC50,4,767.5,nM,9.0,6.125,43967|60421
2147,Q96RJ0,Emax,1,74.0,%,9.0,,43967
2149,Q923Y9,EC50,1,1300.0,nM,9.0,5.89,104356
2151,Q9UKP6,EC50,4,711.01,nM,9.0,6.52,21629|48384|51448|51766
