gtp_ligand_id,target_uniprot,standard_type,chembl_activity_count,chembl_standard_value_median,chembl_standard_units_set,chembl_confidence_median,chembl_pchembl_median,chembl_doc_id_set
10827,P0AG48,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0AG51,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0AG55,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0AG59,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0AG63,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0AG67,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P0C018,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P10520,EC50,2,3078.0,nM,8.0,6.01,51887
10827,P60422,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P60438,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P60624,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P60723,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P61175,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P62399,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P68679,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,P68919,IC50,1,8.0,ug.mL-1,0.0,,107671
10827,Q01668,IC50,1,105400.0,nM,4.0,,91875
10827,Q13698,IC50,1,105400.0,nM,4.0,,91875
10827,Q13936,IC50,1,105400.0,nM,4.0,,91875
10827,Q2EEQ2,IC50,1,8.0,ug.mL-1,0.0,,107671
10829,P10520,EC50,1,127.0,nM,8.0,6.9,51887
1084,O75899,EC50,1,1700.0,nM,7.0,5.77,72179
1084,Q9UBS5,EC50,1,1700.0,nM,7.0,5.77,72179
1085,O75899,IC50,1,38000.0,nM,7.0,4.42,55647
1085,P14867,IC50,1,508000.0,nM,7.0,,55647
1085,P18507,IC50,1,508000.0,nM,7.0,,55647
1085,P24046,IC50,2,62000.0,nM,9.0,4.21,44425|55647
1085,P47870,IC50,1,508000.0,nM,7.0,,55647
1085,Q9UBS5,IC50,1,38000.0,nM,7.0,4.42,55647
10860,O60840,IC50,1,88800.0,nM,4.0,4.05,91875
10860,P0AES4,IC50,1,0.25,ug.mL-1,7.0,,17612
10860,P0AES6,IC50,1,0.25,ug.mL-1,7.0,,17612
10860,Q01668,IC50,1,88800.0,nM,4.0,4.05,91875
10860,Q12809,IC50,2,30351.34,nM,9.0,4.52,16592|20904
10860,Q13698,IC50,1,88800.0,nM,4.0,4.05,91875
10860,Q13936,IC50,1,88800.0,nM,4.0,4.05,91875
10891,P41587,EC50,1,0.19,nM,9.0,9.72,76451
10892,P04150,EC50,1,0.49,nM,9.0,9.31,59145
10892,P04150,Emax,1,102.0,%,9.0,,48046
10892,P04150,IC50,1,0.03981,nM,9.0,10.4,48046
10893,O35956,IC50,1,2000000.0,nM,8.0,,64697
10893,Q5RLM2,IC50,1,5000000.0,nM,8.0,,64083
10893,Q9R1U7,IC50,1,800000.0,nM,8.0,,64697
10893,Q9Y694,IC50,1,4680000.0,nM,8.0,,64083
10896,P46059,IC50,1,10000000.0,nM,8.0,,64667
10897,P10520,EC50,2,75232.5,nM,8.0,6.33,51887
10897,P46059,IC50,1,8200000.0,nM,8.0,,64514
10897,Q9GZU7,IC50,1,7184.0,nM,8.0,5.14,51887
10898,O14727,EC50,2,54540.0,nM,8.0,5.04,51887
10898,P46059,IC50,1,10000000.0,nM,8.0,,64740
10898,P63165,IC50,2,34040.0,nM,9.0,,51887
10898,Q63424,IC50,1,3200000.0,nM,8.0,,64740
10901,P10520,EC50,1,973.0,nM,8.0,6.01,51887
10902,P0A0K8,IC50,1,5.0,ug.mL-1,7.0,,21397
10902,P0AES4,IC50,2,102.65,nM|ug.mL-1,7.0,6.7,11870|31810
10902,P0AES6,IC50,2,102.65,nM|ug.mL-1,7.0,6.7,11870|31810
10902,P0C1U9,IC50,1,5.0,ug.mL-1,9.0,,21397
10902,P20831,IC50,1,5.0,ug.mL-1,7.0,,21397
10902,Q96LB1,EC50,2,31622.78,nM,9.0,,131050
10903,P08183,IC50,7,23800.0,nM,8.0,4.62,64447
10903,P10520,EC50,1,60.0,nM,8.0,,51887
10907,P23978,IC50,1,220000.0,nM,5.0,,7985
10907,P31646,IC50,1,220000.0,nM,5.0,,7985
10907,P31647,IC50,1,220000.0,nM,5.0,,7985
10907,P48056,IC50,1,220000.0,nM,5.0,,7985
10908,P31749,IC50,1,20.0,nM,9.0,7.7,124766
10908,P31751,IC50,1,20.0,nM,9.0,7.7,124766
10911,Q96LB1,EC50,2,31622.78,nM,9.0,,131050
10914,O60840,IC50,1,177900.0,nM,4.0,,91875
10914,Q01668,IC50,1,177900.0,nM,4.0,,91875
10914,Q13698,IC50,1,177900.0,nM,4.0,,91875
10914,Q13936,IC50,1,177900.0,nM,4.0,,91875
10915,O60840,IC50,1,173000.0,nM,4.0,,91875
10915,P15382,IC50,2,278298.245,nM,6.0,,91843
10915,P51787,IC50,2,278298.245,nM,6.0,,91843
10915,Q01668,IC50,1,173000.0,nM,4.0,,91875
10915,Q12809,IC50,4,123244.88,nM,8.0,4.1,16592|20904|91843
10915,Q13698,IC50,1,173000.0,nM,4.0,,91875
10915,Q13936,IC50,3,173000.0,nM,8.0,,91843|91874|91875
10915,Q14524,IC50,2,145499.68,nM,8.5,4.4,91843
10915,Q96LB1,EC50,2,31622.78,nM,9.0,,131050
10916,C4YTQ8,EC50,1,150000.0,nM,8.0,,51887
10916,P10520,EC50,2,241.5,nM,8.0,6.37,51887
10917,P10520,EC50,2,77912.5,nM,8.0,5.24,51887
10918,P10520,EC50,1,3694.0,nM,8.0,5.43,51887
10918,Q96LB1,EC50,2,31622.78,nM,9.0,,131050
10919,P63073,IC50,1,50000.0,nM,8.0,,51887
10921,O60840,IC50,1,1226000.0,nM,4.0,,91875
10921,Q01668,IC50,1,1226000.0,nM,4.0,,91875
10921,Q13698,IC50,1,1226000.0,nM,4.0,,91875
10921,Q13936,IC50,1,1226000.0,nM,4.0,,91875
10927,P07900,IC50,1,22447.4,nM,5.0,4.65,51887
10927,P08238,IC50,1,22447.4,nM,5.0,4.65,51887
10927,P0AEY8,IC50,1,13200.0,nM,8.0,4.88,12175
10927,P35236,IC50,1,8330.0,nM,9.0,5.08,51887
10931,P13922,IC50,1,136500.0,nM,8.0,,16871
10931,Q5QD14,EC50,1,10000.0,nM,9.0,,103623
10933,P04993,IC50,1,118559.0,nM,6.0,,51887
10933,P07648,IC50,1,118559.0,nM,6.0,,51887
10933,P08394,IC50,1,118559.0,nM,6.0,,51887
10936,P31941,IC50,1,29600.0,nM,9.0,4.53,51887
10936,Q9HC16,IC50,1,69300.0,nM,9.0,4.16,51887
10973,O61059,IC50,1,769.0,nM,9.0,6.11,91873
10973,O97467,IC50,1,873.0,nM,8.0,6.06,91873
10973,P11166,IC50,1,1004.0,nM,8.0,6.0,91873
11,P28222,EC50,1,10000.0,nM,8.0,,10639
11,P28564,EC50,1,56.0,nM,8.0,7.25,10639
11,P28565,EC50,1,10000.0,nM,8.0,,10639
11024,P21462,EC50,3,400.0,nM,9.0,6.4,119149|123804|129212
11024,P25090,EC50,3,5.0,nM,9.0,8.3,119149|123804|129212
11024,P25090,IC50,1,7.5,nM,9.0,8.12,123804
11024,P33766,EC50,1,500.0,nM,9.0,6.3,119149
11025,P34998,IC50,1,79.43,nM,9.0,7.1,30163
11052,P10275,IC50,1,9700.0,nM,9.0,5.01,48045
11052,Q9GZU7,IC50,1,9933.0,nM,8.0,5.0,51887
11052,Q9H0H5,IC50,1,44490.0,nM,9.0,,51887
11065,K9N7C7,IC50,1,10000.0,nM,8.0,,115086
11065,P0DTD1,IC50,1,840.0,nM,9.0,6.08,115086
11069,C4YTQ8,EC50,1,1725.0,nM,8.0,5.76,51887
11069,P10520,EC50,2,75101.0,nM,8.0,6.7,51887
11069,P25929,EC50,1,9796.0,nM,9.0,5.01,51887
11069,P43367,IC50,1,3733.58,nM,9.0,5.43,51887
11069,P49146,EC50,1,11810.0,nM,9.0,,51887
11069,P49327,IC50,2,6735.0,nM,9.0,,51887
11069,P61956,IC50,2,12145.0,nM,9.0,,51887
11069,P63073,IC50,1,17937.35,nM,8.0,,51887
11069,P63165,IC50,2,22250.0,nM,9.0,,51887
11069,P9WHJ3,EC50,1,7270.0,nM,8.0,5.14,51887
11069,Q07820,IC50,1,14833.2,nM,9.0,4.83,51887
11074,P07550,EC50,1,5200.0,nM,9.0,5.28,120430
11081,Q14330,EC50,1,562.0,nM,9.0,6.25,128847
11081,Q14330,Emax,2,147.5,%,9.0,,128847
11081,Q9Y2T6,IC50,1,10000.0,nM,9.0,,119359
11083,P21554,IC50,1,10000.0,nM,9.0,,116112
11083,P34972,IC50,1,10000.0,nM,9.0,,116112
11087,O61059,IC50,1,81.0,nM,9.0,7.09,91873
11087,O97467,IC50,1,90.0,nM,8.0,7.05,91873
11087,P08183,IC50,7,35100.0,nM,8.0,5.029999999999999,64447
11087,P11166,IC50,1,108.0,nM,8.0,6.97,91873
11087,Q9HC97,IC50,1,352.52,nM,9.0,6.45,128647
11090,P08183,IC50,4,2400.0,nM,8.0,5.66,17494|64441
11090,P15382,IC50,1,79432.82,nM,6.0,4.1,91843
11090,P21447,IC50,2,2300.0,nM,8.0,5.64,17494
11090,P51787,IC50,1,79432.82,nM,6.0,4.1,91843
11090,Q12809,IC50,3,501187.23,nM,8.0,4.9,91843
11090,Q14524,IC50,2,290310.025,nM,8.5,4.1,91843
11090,Q63089,IC50,1,21800.0,nM,8.0,4.66,64724
11090,Q9UK17,IC50,1,5011872.34,nM,8.0,,91843
11090,Q9UNQ0,IC50,1,12500.0,nM,8.0,4.9,64298
11093,Q6RI86,EC50,2,17180.0,nM,9.0,5.84,51267
11094,Q6RI86,EC50,2,2050.0,nM,9.0,5.8149999999999995,51267|58926
11094,Q6RI86,Emax,1,99.9,%,9.0,,58926
11094,Q6RI86,IC50,1,13000.0,nM,9.0,4.89,58926
11094,Q8NER1,EC50,1,1300.0,nM,9.0,5.89,58926
11094,Q8NER1,Emax,1,33.8,%,9.0,,58926
11094,Q8NER1,IC50,1,2600.0,nM,9.0,5.58,58926
11094,Q8R455,IC50,1,160.0,nM,9.0,6.8,58926
11094,Q9WUD2,EC50,1,1700.0,nM,9.0,5.77,58926
11094,Q9WUD2,Emax,1,73.6,%,9.0,,58926
11094,Q9WUD2,IC50,1,1500.0,nM,9.0,5.82,58926
11112,P41595,EC50,2,29650.0,nM,9.0,4.665,116420
11135,P37231,EC50,1,410.0,nM,9.0,6.39,131267
11135,Q03181,EC50,1,210.0,nM,9.0,6.68,131267
11135,Q07869,EC50,1,130.0,nM,9.0,6.89,131267
11137,Q03181,EC50,1,1.9,nM,9.0,8.72,36049
11149,P34972,EC50,2,25.675,nM,9.0,8.24,112337|38328
11153,P29274,EC50,1,725.1,nM,9.0,6.14,124210
11153,P29274,IC50,1,298.8,nM,9.0,6.53,124210
11154,P29274,IC50,1,7.5,nM,9.0,8.12,129386
11154,P29275,IC50,1,31.4,nM,9.0,7.5,129386
11154,P30542,IC50,1,87.3,nM,9.0,7.06,129386
11169,P30518,EC50,2,3900.0,nM,9.0,5.5649999999999995,108525
11169,P30518,Emax,2,55.5,%,9.0,,108525
11169,P30559,EC50,3,10.0,nM,9.0,7.695,108525|112868
11169,P30559,Emax,3,57.0,%,9.0,,108525|112868
11169,P47901,EC50,1,27000.0,nM,9.0,4.57,108525
11169,P47901,Emax,1,75.0,%,9.0,,108525
11169,P97926,EC50,1,62.0,nM,9.0,7.21,108525
11169,P97926,Emax,1,85.0,%,9.0,,108525
11171,P0DTD1,IC50,1,4360.0,nM,9.0,5.36,115086
11178,P35991,IC50,1,130.0,nM,9.0,6.89,118344
11178,Q06187,IC50,10,10000.0,nM,9.0,7.08,128650
11184,P09874,IC50,1,1.4,nM,9.0,8.85,131266
11184,Q9UGN5,IC50,1,1.0,nM,9.0,9.0,131266
11195,O14842,IC50,1,100000.0,nM,9.0,,101268
11195,Q5NUL3,EC50,1,234.42,nM,9.0,6.63,101268
11195,Q5NUL3,Emax,1,130.0,%,9.0,,101268
11195,Q7TMA4,EC50,1,147.91,nM,9.0,6.83,101268
11197,Q9BXC0,EC50,1,74.0,nM,9.0,7.13,115973
11208,Q8CIM5,EC50,1,4270.0,nM,9.0,5.37,118719
11208,Q9NQS5,EC50,12,2070.0,nM,9.0,5.720000000000001,104572|111475
11208,Q9NQS5,Emax,1,125.0,%,9.0,,104572
11209,P10520,EC50,1,1671.0,nM,8.0,5.78,51887
11209,Q9NQS5,EC50,7,421.0,nM,9.0,6.38,104572|111475|127082
11209,Q9NQS5,Emax,1,86.0,%,9.0,,104572
11210,Q9NQS5,EC50,3,12.0,nM,9.0,7.92,118719|127082
11211,Q8CIM5,EC50,3,26.3,nM,9.0,7.58,118719
11211,Q9NQS5,EC50,12,28.17,nM,9.0,7.55,111475|118719|129369|99851
11211,Q9NQS5,Emax,4,100.0,%,9.0,,129369
11212,Q9NQS5,EC50,5,0.2042,nM,9.0,9.69,129369|99851
11212,Q9NQS5,Emax,3,108.0,%,9.0,,129369
11213,Q9NQS5,EC50,7,33.0,nM,9.0,7.48,118719|127082|129369
11213,Q9NQS5,Efficacy,2,56.0,%,9.0,,127082
11213,Q9NQS5,Emax,2,134.0,%,9.0,,129369
11221,P30542,EC50,2,0.6000000000000001,nM,9.0,9.48,82261|93343
11221,P30542,Emax,1,97.0,%,9.0,,93343
11224,P29275,IC50,1,66000000000.0,nM,9.0,,123445
11231,P47824,IC50,1,9.4,nM,9.0,8.03,16282
11231,P49652,IC50,1,100000.0,nM,9.0,4.0,16282
11231,P49653,IC50,1,11900.0,nM,9.0,4.92,16282
11231,P49654,IC50,1,140.0,nM,9.0,6.85,16282
11235,Q9GZQ6,EC50,1,3520.0,nM,9.0,5.45,89495
11235,Q9GZQ6,Emax,1,68.0,%,9.0,,89495
11243,P15382,IC50,2,183173.245,nM,6.0,4.3,91843
11243,P51787,IC50,2,183173.245,nM,6.0,4.3,91843
11243,Q12809,IC50,3,100000.0,nM,8.0,4.1,91843
11243,Q13936,IC50,1,1584893.19,nM,9.0,,91843
11243,Q14524,IC50,2,69905.36,nM,8.5,4.2,91843
11243,Q9UK17,IC50,1,100000.0,nM,8.0,4.0,91843
11252,Q16581,EC50,1,1995.26,nM,9.0,5.7,36569
11262,O08790,EC50,1,2100.0,nM,9.0,5.68,92683
11262,O08790,Efficacy,1,80.0,%,9.0,,92683
11283,P43088,IC50,1,11.0,nM,9.0,7.96,117379
11287,Q72547,EC50,4,128.5,nM,9.0,6.970000000000001,31411
11287,Q72547,IC50,2,25.5,nM,8.5,7.865,15447|6414
11288,P08908,EC50,1,1050.0,nM,9.0,5.98,113636
11291,P28223,EC50,9,19.95,nM,9.0,8.19,115677|121276|121765|123766|124250|127116|30060
11291,P28223,Emax,3,89.0,%,9.0,,115677|121276|127116
11291,P28335,EC50,1,30.0,nM,9.0,7.52,30060
11291,P35363,EC50,2,9.836,nM,9.0,8.004999999999999,115677
11291,P35363,Emax,1,72.0,%,9.0,,115677
11291,P41595,EC50,1,58.0,nM,9.0,7.24,30060
11298,P28223,IC50,1,1300.0,nM,9.0,5.89,108605
11316,Q9HBW0,EC50,1,0.00506,nM,9.0,,90687
11316,Q9HBW0,Emax,1,124.0,%,9.0,,90687
11323,P00519,IC50,1,6594.0,nM,4.0,5.18,51887
11323,P06492,IC50,1,13136.0,nM,8.0,,51887
11323,P54149,EC50,1,3637.0,nM,8.0,5.44,51887
11323,P86926,IC50,1,3510.0,nM,8.0,5.46,51887
11323,Q13671,IC50,1,6594.0,nM,4.0,5.18,51887
11323,Q9Y5X4,IC50,1,12077.0,nM,9.0,,51887
1133,P43220,EC50,10,0.6699999999999999,nM,9.0,8.879999999999999,113161|124688|129417|76681|93472
1133,P43220,Emax,6,108.0,%,9.0,,124688
11337,Q9UNW8,EC50,1,3920.0,nM,9.0,5.41,128861
1134,O35659,EC50,1,0.0009,nM,9.0,,105877
1134,P43220,EC50,18,0.07050000000000001,nM,9.0,9.0,104678|105877|112218|123554|123561|124103|127043|127360|129417|45870|75951|76681
1134,P43220,Emax,5,100.0,%,9.0,,112218|127043
1134,P47871,EC50,2,50.0005,nM,9.0,,105877|127360
1134,Q61606,EC50,1,10000.0,nM,9.0,,105877
11355,P21556,IC50,1,200000.0,nM,8.0,,13299
11371,Q9GZV3,IC50,2,7963.495,nM,8.0,,51887
11384,P36544,EC50,1,1995.26,nM,9.0,5.7,46110
11384,P36544,Emax,1,71.0,%,9.0,,46110
11385,P36544,EC50,1,3000.0,nM,9.0,5.52,45299
11385,Q05941,EC50,1,1600.0,nM,9.0,5.8,59470
11385,Q05941,Emax,1,77.0,%,9.0,,59470
114,P28221,EC50,4,1.1,nM,8.0,8.96,14159|14499|14956|15332
114,P28221,Efficacy,3,88.0,%,8.0,,14159|14499|14956
114,P28222,EC50,1,430.0,nM,8.0,6.37,14956
114,P28222,Efficacy,1,71.0,%,8.0,,14956
1140,O95838,EC50,1,0.06,nM,9.0,10.22,109393
1140,P43220,EC50,1,200.0,nM,9.0,,109393
11423,Q96LA8,IC50,5,10000.0,nM,9.0,6.135,128650
11437,P31424,EC50,1,235.0,nM,9.0,6.63,112218
11447,O43613,EC50,2,35740.67,nM,9.0,4.44,121453|128222
11447,O43614,EC50,2,5.274,nM,9.0,8.28,121453|128222
11448,O43613,EC50,3,30000.0,nM,9.0,,121453|122065|123691
11448,O43614,EC50,4,5.5,nM,9.0,5.26,121453|122065|123678|123691
11452,Q15077,IC50,3,4300.0,nM,9.0,5.37,120390|128227
11454,P30518,EC50,2,2665.135,nM,9.0,5.575,58652
11454,P30518,Efficacy,1,70.0,%,9.0,,58652
11454,P30559,EC50,2,551.1995,nM,9.0,7.289999999999999,58652
11454,P30559,Efficacy,1,70.0,%,9.0,,58652
11454,P30560,EC50,2,0.54975,nM,9.0,9.26,58652
11454,P37288,EC50,2,2.3994999999999997,nM,9.0,8.62,58652
11454,P47901,EC50,2,339.41999999999996,nM,9.0,6.47,58652
11456,O61059,IC50,1,12000.0,nM,9.0,,91873
11456,O77239,IC50,1,1000.0,nM,9.0,,84179
11456,O96214,IC50,1,1000.0,nM,9.0,,84179
11456,O97467,IC50,1,12000.0,nM,8.0,,91873
11456,P11166,IC50,1,12000.0,nM,8.0,,91873
11456,P62344,IC50,1,1000.0,nM,9.0,,84179
11456,Q25917,IC50,1,1000.0,nM,9.0,,84179
11456,Q8I5R7,IC50,1,2500.0,nM,8.0,,84179
11456,Q8IBS5,IC50,1,1000.0,nM,8.0,,84179
11456,Q8IDJ8,IC50,1,2500.0,nM,8.0,,84179
11467,P29474,IC50,2,300.0,nM,8.0,6.52,4740|4741
11467,P29476,IC50,2,100.0,nM,8.0,7.0,4740|4741
11467,P35228,IC50,3,300.0,nM,8.0,6.52,4740|4741
1148,P47871,IC50,1,129.0,nM,9.0,6.89,20849
11498,P08173,EC50,1,54.0,nM,9.0,7.27,39375
11498,P08173,IC50,1,1000.0,nM,9.0,,39375
11498,P25089,IC50,1,5760.74,nM,9.0,5.24,128647
11498,Q5NUL3,EC50,1,1306.47,nM,9.0,5.88,128647
11498,Q9HC97,IC50,1,4111.59,nM,9.0,5.39,128647
11504,P08183,IC50,1,1700.0,nM,8.0,5.77,64423
11514,P46095,EC50,2,19031.55,nM,9.0,5.8100000000000005,119681|121783
11529,Q86U44,IC50,2,768.45,nM,9.0,6.795,131266|131267
11529,Q8C3P7,IC50,1,2810.0,nM,9.0,5.55,131267
11532,O14842,EC50,2,12.0,nM,9.0,7.92,119302|128248
11532,O14842,Emax,1,108.0,%,9.0,,119302
11541,Q03111,IC50,1,25.0,nM,9.0,7.6,131266
11571,O60840,IC50,1,246700.0,nM,4.0,,91875
11571,P15382,IC50,1,25118.86,nM,6.0,4.6,91843
11571,P51787,IC50,1,25118.86,nM,6.0,4.6,91843
11571,Q01668,IC50,1,246700.0,nM,4.0,,91875
11571,Q12809,IC50,3,1584893.19,nM,8.0,,91843
11571,Q13698,IC50,1,246700.0,nM,4.0,,91875
11571,Q13936,IC50,1,246700.0,nM,4.0,,91875
11571,Q14524,IC50,2,950560.48,nM,8.5,,91843
11571,Q9UK17,IC50,1,5011872.34,nM,8.0,,91843
11597,P41597,IC50,2,1.7000000000000002,nM,9.0,8.844999999999999,121261
11597,P51681,IC50,2,17.900000000000002,nM,9.0,8.21,121261
11598,P41597,IC50,1,0.7,nM,9.0,9.15,121261
11610,P19793,EC50,1,11800.0,nM,9.0,4.93,52276
11610,P21554,EC50,1,10000.0,nM,9.0,,72246
11610,P21554,Efficacy,1,168.0,%,9.0,,72246
11610,P34972,Efficacy,1,0.0,%,9.0,,72246
11610,P87108,IC50,1,48800.0,nM,9.0,4.31,51887
11610,Q9GZV3,IC50,1,12022.64,nM,8.0,,51887
11611,P22002,IC50,1,270.0,nM,9.0,6.57,94011
11614,Q14416,EC50,2,279.0,nM,9.0,6.595000000000001,21247
11614,Q14832,IC50,3,2940.0,nM,9.0,5.53,21247|73670
11619,P05622,IC50,2,85.0,nM,6.5,7.0,17433
11619,P26618,IC50,2,85.0,nM,6.5,7.0,17433
11656,P09960,IC50,1,50000.0,nM,8.0,,15814
11663,Q5S006,IC50,8,5.995,nM,9.0,8.225,131014
11685,Q6DWJ6,EC50,2,22.0,nM,9.0,7.66,119675|120090
11685,Q6DWJ6,Emax,1,100.0,%,9.0,,127962
11687,P50750,IC50,2,615.0,nM,9.0,6.275,128650
11688,Q3UHJ0,EC50,1,8300.0,nM,9.0,5.08,120827
11689,Q05769,IC50,2,1209.5,nM,9.0,6.54,120101
11691,P41145,EC50,3,0.3,nM,9.0,9.52,20432|39474|44416
11693,P07550,EC50,1,1438.21,nM,9.0,5.84,128647
11693,P08913,EC50,1,1060.0,nM,9.0,5.97,128647
11693,P21453,IC50,1,10000.0,nM,9.0,,128647
11693,P25090,IC50,1,10000.0,nM,9.0,,128647
11693,P30556,EC50,1,1259.37,nM,9.0,5.9,128647
11693,P32249,IC50,1,10000.0,nM,9.0,,128647
11693,P35414,EC50,1,10000.0,nM,9.0,,128647
11693,P43220,EC50,1,2265.15,nM,9.0,5.64,128647
11693,P49238,EC50,1,17564.2,nM,9.0,4.75,128647
11693,Q5NUL3,EC50,1,1210.33,nM,9.0,5.92,128647
11693,Q5T601,EC50,1,2041.85,nM,9.0,5.69,128647
11693,Q8TDV5,EC50,1,553.25,nM,9.0,6.26,128647
11693,Q9HC97,EC50,1,10000.0,nM,9.0,,128647
11694,P35372,EC50,1,2.15,nM,9.0,8.67,66619
11694,P35372,Emax,1,125.0,%,9.0,,66619
11694,P41143,EC50,1,0.27,nM,8.0,9.57,66619
11694,P41143,Emax,1,85.0,%,8.0,,66619
11706,P0DMS8,EC50,1,11.3,nM,9.0,7.95,121538
11706,P0DMS8,Emax,1,83.9,%,9.0,,121538
11739,P08183,IC50,2,4625.0,nM,8.0,5.335,64688|64769
11741,P06795,IC50,1,5000.0,nM,8.0,5.3,5321
11741,P33527,IC50,1,5180.0,nM,8.0,5.29,5321
11743,P00533,IC50,1,50000.0,nM,8.0,,15262
11743,P09619,IC50,1,28400.0,nM,8.0,4.55,15262
11743,P11362,IC50,2,11400.0,nM,8.5,5.125,15262|15694
11743,P35968,IC50,1,50.0,nM,8.0,7.3,15262
11745,P08183,EC50,2,260.0,nM,8.0,6.675,64475
11745,P08183,IC50,4,200.5,nM,8.0,6.75,64441|64566|64823
1175,Q96LB1,EC50,2,31622.78,nM,9.0,,131050
11756,P10635,IC50,1,20000.0,nM,9.0,,121547
1179,P21462,IC50,1,6029.7,nM,9.0,5.22,128647
1179,P25089,IC50,1,10000.0,nM,9.0,,128647
1179,P30968,IC50,1,1000.0,nM,9.0,6.0,109644
1179,P32249,IC50,1,3754.81,nM,9.0,5.42,128647
1179,Q8TDV5,IC50,1,4423.95,nM,9.0,5.35,128647
11836,P35414,EC50,1,0.06,nM,9.0,10.22,122532
11837,P35414,EC50,1,0.027,nM,9.0,10.57,121194
11837,Q9JHG3,EC50,1,0.035,nM,9.0,10.46,121194
11838,P35414,EC50,3,0.023,nM,9.0,10.64,120120|120483
11838,Q9JHG3,EC50,2,0.024,nM,9.0,10.62,120120|120483
1184,P30968,IC50,2,2.8059999999999996,nM,9.0,8.760000000000002,109644|31350
1185,P30968,IC50,5,1.9,nM,9.0,8.72,16943|58231
11852,P35414,EC50,3,31.0,nM,9.0,8.305,121850
11852,P35414,Emax,3,70.0,%,9.0,,121850
11853,P35414,EC50,3,5.0,nM,9.0,8.3,121850
11853,P35414,Emax,3,55.0,%,9.0,,121850
1188,P30968,IC50,1,3.5,nM,8.0,8.46,16291
1190,P30968,IC50,1,4.2,nM,8.0,8.38,16291
1190,Q96LB1,EC50,2,714.715,nM,9.0,6.15,131050
11900,Q13304,IC50,1,30000.0,nM,9.0,,108455
11902,O43193,EC50,1,5.3,nM,9.0,8.28,124058
11906,Q8TDU9,EC50,1,2.7,nM,9.0,8.57,121623
11906,Q8TDU9,Emax,1,97.0,%,9.0,,121623
11906,Q9NSD7,EC50,2,7.7,nM,9.0,8.21,121623
11906,Q9NSD7,Emax,2,67.0,%,9.0,,121623
11927,P43220,EC50,6,9.5,nM,9.0,8.035,122491
11927,P43220,Emax,6,89.5,%,9.0,,122491
1193,P31389,EC50,1,147910838816820.72,nM,9.0,,13310
11936,Q99788,EC50,1,440.0,nM,9.0,6.36,124455
11938,P21728,EC50,1,16.4,nM,9.0,7.79,111260
11938,P21728,Emax,1,5.0,%,9.0,,122712
11938,P41595,EC50,1,1000.0,nM,9.0,6.0,122712
11938,Q8BLD9,EC50,1,1800.0,nM,9.0,5.75,122712
11938,Q8BLD9,Emax,1,73.0,%,9.0,,122712
1194,P31389,EC50,1,398107170553496.94,nM,9.0,,13310
1194,P31389,Emax,4,80.5,%,9.0,,2777
1194,P35367,EC50,1,199.53,nM,9.0,6.7,54229
1194,Q9H3N8,EC50,1,10000.0,nM,9.0,5.0,54229
11942,P14867,EC50,1,260.0,nM,7.0,6.58,13922
11942,P14867,Efficacy,1,0.8,,7.0,,13922
11942,P18507,EC50,1,260.0,nM,7.0,6.58,13922
11942,P18507,Efficacy,1,0.8,,7.0,,13922
11942,P47870,EC50,1,260.0,nM,7.0,6.58,13922
11942,P47870,Efficacy,1,0.8,,7.0,,13922
11943,P25095,EC50,1,11.0,nM,9.0,7.96,114464
11943,P25095,Emax,1,10.3,%,9.0,,114464
11943,P30556,EC50,1,10000.0,nM,9.0,,114464
11944,P25095,EC50,1,10000.0,nM,9.0,,114464
11944,P30556,EC50,1,10000.0,nM,9.0,,114464
11951,Q13258,IC50,1,520.0,nM,9.0,6.28,102313
1196,P31389,EC50,1,389045144994280.5,nM,9.0,,13310
11976,P35367,IC50,2,435.98,nM,9.0,7.529999999999999,65840
1198,P47747,EC50,1,97.72,nM,9.0,7.01,45869
1198,P47747,Emax,1,100.0,%,9.0,,45869
1199,P47747,EC50,1,33.88,nM,9.0,7.47,45869
1199,P47747,Emax,1,100.0,%,9.0,,45869
11994,P9WHJ3,EC50,1,2950.0,nM,8.0,5.53,51887
1200,P47747,EC50,1,30.9,nM,9.0,7.51,45869
1200,P47747,Emax,1,101.0,%,9.0,,45869
1201,P47747,EC50,1,645.65,nM,9.0,6.19,45869
1201,P47747,Emax,1,64.0,%,9.0,,45869
12017,P32240,IC50,1,24.3,nM,9.0,7.61,124686
12017,P34995,IC50,1,10000.0,nM,9.0,,124686
12017,P35408,IC50,3,4.3,nM,9.0,8.37,124686
12017,P43115,IC50,1,10000.0,nM,9.0,,124686
12017,P43116,IC50,1,10000.0,nM,9.0,,124686
1202,P47747,EC50,1,204.17,nM,9.0,6.69,45869
